PRCP,TAVG,TMAX,TMIN,TOBS
0.03153846153846154,,85.0,67.22222222222223,64.0
0.1523076923076923,,83.875,69.875,76.0
0.003076923076923077,,84.5,69.0,78.0
0.22500000000000003,,83.44444444444444,65.55555555555556,64.5
0.20785714285714282,,83.33333333333333,66.22222222222223,63.5
0.18785714285714286,,85.88888888888889,67.11111111111111,73.0
0.3457142857142857,,87.44444444444444,65.22222222222223,63.0
0.05230769230769231,,87.375,64.5,78.0
0.04076923076923077,,87.375,68.375,79.0
0.018333333333333333,,89.57142857142857,73.42857142857143,80.0
0.0025,,88.25,72.5,79.0
0.0,,89.44444444444444,66.55555555555556,65.0
0.0,,91.11111111111111,62.55555555555556,66.0
0.0,,96.57142857142857,70.28571428571429,83.0
0.0,,93.28571428571429,71.85714285714286,72.0
0.0,,90.875,66.25,76.0
0.02923076923076923,,96.5,68.0,82.0
0.04615384615384615,,96.25,67.625,76.0
0.01,,89.375,67.25,77.0
0.002857142857142857,,88.11111111111111,65.44444444444444,66.0
0.0,,86.66666666666667,65.44444444444444,63.5
0.027857142857142858,,87.22222222222223,65.44444444444444,65.5
0.10500000000000001,,87.88888888888889,65.0,61.0
0.004285714285714286,,88.44444444444444,63.333333333333336,65.5
0.004285714285714286,,88.11111111111111,65.0,65.0
0.014285714285714287,,88.0,66.55555555555556,68.5
0.012142857142857141,,89.22222222222223,68.44444444444444,64.0
0.04642857142857143,,89.77777777777777,66.66666666666667,65.0
0.04923076923076923,,92.875,74.125,82.0
0.002142857142857143,,88.66666666666667,71.77777777777777,82.0
0.10214285714285716,,88.88888888888889,73.22222222222223,81.0
0.02,,89.33333333333333,69.66666666666667,72.0
0.06384615384615384,,92.125,75.25,82.0
0.5814285714285713,,79.88888888888889,63.111111111111114,66.5
0.2614285714285714,,85.33333333333333,67.11111111111111,64.5
0.03357142857142857,,84.33333333333333,66.33333333333333,69.5
0.09571428571428572,,85.22222222222223,68.55555555555556,80.0
0.07214285714285715,,88.88888888888889,71.22222222222223,80.0
0.06142857142857143,,90.44444444444444,69.66666666666667,72.0
0.03769230769230769,,91.0,71.25,67.0
0.0038461538461538464,,90.75,70.25,65.0
0.0,,89.22222222222223,67.11111111111111,79.0
0.030714285714285715,,88.0,68.11111111111111,78.0
0.047857142857142855,,90.11111111111111,67.11111111111111,78.0
0.0064285714285714285,,90.11111111111111,68.22222222222223,78.0
0.032857142857142856,,89.44444444444444,66.55555555555556,78.0
0.05214285714285715,,89.88888888888889,66.55555555555556,66.0
0.1053846153846154,,92.125,70.5,74.0
0.02692307692307692,,92.875,69.375,65.0
0.05142857142857143,,89.33333333333333,67.66666666666667,67.0
0.0007142857142857143,,90.11111111111111,69.33333333333333,80.0
0.018571428571428572,,90.0,68.55555555555556,80.0
0.015714285714285715,,91.11111111111111,69.88888888888889,69.0
0.09076923076923077,,94.0,74.375,79.0
0.15785714285714283,,91.77777777777777,70.77777777777777,67.0
0.08642857142857142,,89.33333333333333,71.55555555555556,71.5
0.002857142857142857,,87.11111111111111,71.77777777777777,65.5
0.032857142857142856,,88.0,71.55555555555556,79.0
0.007692307692307693,,93.25,71.0,79.0
0.08692307692307691,,92.0,73.0,66.0
0.11785714285714287,,83.0,69.44444444444444,64.5
0.08285714285714287,,87.22222222222223,68.33333333333333,67.5
0.008571428571428572,,90.44444444444444,68.55555555555556,69.5
0.11571428571428573,,91.11111111111111,70.66666666666667,71.0
0.09571428571428572,,91.0,70.88888888888889,81.0
0.03928571428571429,,90.66666666666667,70.11111111111111,79.0
0.125,,89.66666666666667,69.11111111111111,80.0
0.04714285714285714,,93.33333333333333,70.88888888888889,68.5
0.04285714285714286,,92.0,71.44444444444444,68.0
0.12428571428571429,,88.88888888888889,71.88888888888889,69.0
0.11785714285714285,,87.0,70.44444444444444,69.0
0.2307142857142857,,88.77777777777777,70.77777777777777,77.0
0.01846153846153846,,90.0,68.0,79.0
0.0,,91.44444444444444,69.55555555555556,81.0
0.06,,93.77777777777777,70.55555555555556,67.5
0.04428571428571428,,93.88888888888889,71.33333333333333,67.5
0.022857142857142854,,94.0,70.0,67.0
0.2007142857142857,,90.55555555555556,71.11111111111111,66.5
0.18785714285714286,,90.33333333333333,69.55555555555556,82.0
0.002857142857142857,,90.88888888888889,70.88888888888889,82.0
0.3678571428571428,,93.44444444444444,69.11111111111111,67.0
0.23357142857142857,,91.0,70.0,65.0
0.04642857142857143,,91.44444444444444,69.88888888888889,64.5
0.0,,91.55555555555556,70.0,63.0
0.0,,91.11111111111111,69.0,63.5
0.08785714285714286,,90.66666666666667,68.44444444444444,80.0
0.02642857142857143,,90.44444444444444,69.88888888888889,81.0
0.04,,90.22222222222223,67.33333333333333,64.5
0.04785714285714286,,90.11111111111111,67.0,62.5
0.21214285714285713,,91.55555555555556,68.22222222222223,67.5
0.0776923076923077,,94.11111111111111,68.77777777777777,66.5
0.04076923076923077,,93.55555555555556,69.33333333333333,67.5
0.10642857142857143,,91.44444444444444,70.77777777777777,76.0
0.03571428571428571,,92.33333333333333,69.22222222222223,78.0
0.012857142857142857,,91.66666666666667,69.11111111111111,67.0
0.004285714285714286,,90.44444444444444,69.55555555555556,80.0
0.0992857142857143,,91.0,69.66666666666667,65.5
0.4821428571428571,,85.88888888888889,65.77777777777777,61.5
0.05642857142857143,,91.22222222222223,66.11111111111111,63.5
0.0,,95.22222222222223,68.44444444444444,82.0
0.005714285714285714,,93.11111111111111,68.0,80.0
0.0,,93.33333333333333,65.88888888888889,80.0
0.0035714285714285718,,90.66666666666667,67.0,65.5
0.014285714285714287,,89.66666666666667,66.0,64.5
0.0014285714285714286,,89.55555555555556,69.55555555555556,85.0
0.0014285714285714286,,89.44444444444444,69.22222222222223,80.0
0.020714285714285713,,88.55555555555556,67.22222222222223,74.0
0.07214285714285715,,84.33333333333333,68.88888888888889,82.0
0.017142857142857144,,83.66666666666667,62.0,63.0
0.0,,82.77777777777777,56.22222222222222,61.0
0.004285714285714286,,84.33333333333333,56.22222222222222,57.0
0.045,,85.33333333333333,55.888888888888886,58.5
0.03461538461538462,,90.375,57.75,68.0
0.0007142857142857143,,85.33333333333333,58.333333333333336,72.0
0.002857142857142857,,88.77777777777777,59.888888888888886,70.0
0.024999999999999998,,90.55555555555556,59.111111111111114,62.5
0.0,,91.77777777777777,64.77777777777777,65.0
0.005714285714285714,,90.11111111111111,65.88888888888889,59.5
0.11142857142857143,,85.0,65.11111111111111,63.0
0.0,,80.88888888888889,62.111111111111114,62.0
0.10500000000000001,,80.11111111111111,62.77777777777778,80.0
0.33642857142857135,,77.88888888888889,64.11111111111111,77.0
0.4735714285714286,,78.88888888888889,58.111111111111114,60.0
0.02142857142857143,,82.0,61.0,63.0
0.0007692307692307692,,85.875,63.5,60.5
0.12769230769230772,,86.75,62.75,57.0
0.1769230769230769,,81.625,62.875,72.0
0.01,,83.0,56.77777777777778,76.0
0.24214285714285708,,84.22222222222223,64.44444444444444,79.0
0.20285714285714285,,82.22222222222223,61.666666666666664,77.0
0.007857142857142858,,84.66666666666667,61.0,52.5
0.013571428571428571,,85.44444444444444,60.77777777777778,55.5
0.11214285714285714,,84.0,59.44444444444444,53.0
0.13999999999999999,,81.44444444444444,57.333333333333336,55.5
0.005,,74.33333333333333,50.22222222222222,56.0
0.002857142857142857,,75.33333333333333,49.666666666666664,56.0
0.006153846153846154,,78.25,49.0,44.5
0.0,,79.875,49.5,44.5
0.002857142857142857,,78.55555555555556,48.888888888888886,53.0
0.002857142857142857,,79.33333333333333,56.333333333333336,61.5
0.0007142857142857143,,79.44444444444444,62.55555555555556,57.5
0.07571428571428572,,79.33333333333333,62.55555555555556,78.0
1.5642857142857145,,72.55555555555556,58.666666666666664,71.0
0.5514285714285714,,77.33333333333333,57.44444444444444,47.0
0.002857142857142857,,78.0,56.55555555555556,45.0
0.13923076923076924,,81.5,57.375,45.5
0.22999999999999998,,79.0,54.25,45.0
0.005,,75.77777777777777,47.111111111111114,53.0
0.0,,78.875,52.375,61.0
0.003076923076923077,,79.75,53.0,72.0
0.05071428571428571,,80.33333333333333,56.44444444444444,55.0
0.04928571428571428,,67.88888888888889,49.666666666666664,44.0
0.05928571428571429,,64.55555555555556,44.666666666666664,38.0
0.135,,66.22222222222223,39.111111111111114,42.5
0.024999999999999998,,72.11111111111111,48.111111111111114,50.0
0.0,,73.33333333333333,49.666666666666664,68.0
0.003076923076923077,,74.0,52.111111111111114,69.0
0.03928571428571429,,76.66666666666667,54.333333333333336,55.5
0.004285714285714286,,76.88888888888889,56.111111111111114,57.5
0.021428571428571432,,76.88888888888889,57.55555555555556,55.5
0.16642857142857143,,75.0,49.55555555555556,41.5
0.08642857142857144,,57.0,43.111111111111114,33.0
0.0,,64.75,41.375,43.0
0.0,,68.625,41.25,50.0
0.0,,70.625,45.125,49.0
0.006923076923076922,,73.0,44.375,67.0
0.0015384615384615385,,78.25,56.125,66.0
0.07692307692307693,,64.875,41.25,46.0
0.049230769230769224,,61.875,34.375,41.0
0.0,,67.25,38.125,70.0
0.0,,72.625,60.0,74.0
0.0064285714285714285,,68.88888888888889,56.666666666666664,74.0
0.40071428571428575,,68.77777777777777,53.22222222222222,67.0
0.34769230769230763,,62.0,46.125,53.0
0.017857142857142856,,57.77777777777778,37.888888888888886,42.0
0.11142857142857143,,58.888888888888886,33.888888888888886,52.0
0.0,,66.88888888888889,41.111111111111114,67.0
0.007857142857142858,,69.77777777777777,52.888888888888886,71.0
0.038571428571428576,,68.88888888888889,53.0,72.0
0.45142857142857146,,67.88888888888889,48.111111111111114,65.0
0.07499999999999998,,70.11111111111111,46.22222222222222,37.5
0.0,,59.5,41.75,32.5
0.0,,60.875,34.375,24.5
0.0,,65.875,49.125,74.0
0.015384615384615385,,71.25,57.875,74.0
0.05076923076923076,,70.0,56.625,32.5
0.3507142857142857,,60.22222222222222,41.0,29.0
0.09428571428571429,,59.666666666666664,39.888888888888886,24.5
0.0,,58.0,43.625,52.0
0.0,,70.125,44.625,67.0
0.5715384615384616,,68.25,48.75,53.0
0.25769230769230766,,52.375,37.0,38.0
0.08692307692307691,,53.75,31.375,37.0
0.08,,59.625,33.75,43.0
0.05615384615384615,,58.375,35.875,40.0
0.0,,65.75,34.625,61.0
0.0,,66.5,48.375,63.0
0.0023076923076923075,,69.875,54.125,68.0
0.3138461538461538,,65.625,49.25,56.0
0.6576923076923076,,54.625,40.25,45.0
0.07307692307692307,,42.25,31.625,32.0
0.003076923076923077,,43.625,25.625,29.0
0.0007692307692307692,,49.875,25.0,55.0
0.0,,54.25,40.25,52.0
0.0,,50.5,40.125,49.0
0.0,,50.75,36.5,49.0
0.030000000000000002,,57.25,39.75,55.0
0.025833333333333337,,60.142857142857146,51.714285714285715,60.0
0.14166666666666666,,73.85714285714286,58.142857142857146,68.0
0.26,,69.25,55.25,69.0
0.05461538461538462,,62.0,45.75,52.0
0.0,,57.5,42.875,48.0
0.006153846153846154,,57.625,41.5,58.0
0.060000000000000005,,70.14285714285714,51.285714285714285,68.0
0.6776923076923076,,63.375,45.375,47.0
0.0676923076923077,,54.25,38.125,53.0
0.9069230769230768,,54.625,42.75,54.0
0.013076923076923078,,52.375,42.875,52.0
0.2792307692307692,,48.5,39.25,44.0
0.19846153846153847,,47.5,40.0,47.0
0.005833333333333333,,52.42857142857143,37.285714285714285,40.0
0.17666666666666667,,58.142857142857146,33.714285714285715,37.0
0.016923076923076923,,60.75,32.25,45.0
0.00923076923076923,,58.75,36.875,45.0
0.0,,65.875,37.375,58.0
0.013076923076923078,,66.625,47.875,67.0
0.006923076923076922,,64.125,42.0,51.0
0.013076923076923078,,56.875,37.125,41.0
0.005,,53.142857142857146,32.0,49.0
0.014615384615384615,,65.625,36.5,51.0
0.0,,67.625,45.125,59.0
0.002142857142857143,,61.77777777777778,43.44444444444444,58.0
0.0,,64.22222222222223,41.666666666666664,64.0
0.060000000000000005,,64.44444444444444,50.666666666666664,67.0
1.3399999999999999,,57.111111111111114,43.666666666666664,63.0
0.5557142857142857,,49.666666666666664,33.333333333333336,47.0
0.054285714285714284,,60.0,32.888888888888886,42.5
0.05499999999999999,,53.44444444444444,25.88888888888889,25.0
0.008461538461538461,,49.625,25.875,37.0
0.002857142857142857,,48.111111111111114,22.11111111111111,38.0
0.002857142857142857,,51.333333333333336,24.22222222222222,62.0
0.002857142857142857,,59.888888888888886,39.77777777777778,38.5
0.04153846153846153,,65.75,40.875,20.0
0.038461538461538464,,55.875,30.5,12.0
0.005714285714285714,,52.77777777777778,27.666666666666668,29.0
0.014285714285714287,,61.111111111111114,42.22222222222222,30.5
0.04071428571428572,,55.55555555555556,40.666666666666664,29.5
0.0014285714285714286,,59.44444444444444,42.333333333333336,34.5
0.049999999999999996,,58.111111111111114,40.44444444444444,25.5
0.027142857142857142,,57.888888888888886,40.666666666666664,31.0
0.735,,58.888888888888886,39.22222222222222,20.5
0.6135714285714285,,51.55555555555556,33.0,14.5
0.07642857142857143,,55.333333333333336,28.444444444444443,13.0
0.0015384615384615385,,59.75,43.5,49.0
0.0008333333333333334,,60.42857142857143,39.285714285714285,42.0
0.003076923076923077,,64.125,38.375,60.0
0.25230769230769223,,67.375,49.375,67.0
0.06538461538461539,,70.875,56.875,64.0
0.038461538461538464,,67.25,57.125,67.0
0.09692307692307692,,69.875,57.5,70.0
0.9630769230769232,,64.25,50.875,55.0
0.21769230769230766,,52.5,44.0,48.0
0.0,,54.875,39.0,49.0
0.0,,59.25,39.875,53.0
0.003076923076923077,,57.25,40.375,52.0
0.04461538461538462,,52.25,39.125,52.0
0.46076923076923076,,55.125,41.25,43.0
0.05153846153846154,,51.125,34.625,43.0
0.004166666666666667,,43.42857142857143,33.0,46.0
0.28076923076923077,,56.0,36.5,55.0
0.19076923076923077,,60.75,39.0,59.0
0.19846153846153847,,62.875,48.125,62.0
0.1692307692307692,,60.75,48.875,59.0
0.21333333333333335,,63.142857142857146,52.42857142857143,61.0
1.2569230769230768,,59.125,46.25,53.0
0.06538461538461539,,57.5,43.375,46.0
0.006153846153846154,,60.75,41.5,58.0
0.01,,67.375,46.75,62.0
0.0175,,76.71428571428571,59.0,69.0
0.0,,77.85714285714286,63.0,72.0
0.03538461538461539,,67.125,48.125,53.0
0.0023076923076923075,,52.375,38.875,43.0
0.00923076923076923,,59.25,35.625,43.0
0.012307692307692308,,62.75,47.5,60.0
0.030999999999999993,,63.2,45.0,68.0
0.0776923076923077,,73.125,59.5,69.0
0.025384615384615387,,73.0,59.25,70.0
0.0,,74.375,58.5,71.0
0.07230769230769231,,65.5,43.125,47.0
0.0,,65.0,37.5,50.0
0.0015384615384615385,,68.625,38.0,57.0
0.0,,72.57142857142857,49.285714285714285,66.0
0.017499999999999998,,77.14285714285714,61.42857142857143,70.0
0.016153846153846154,,74.25,53.5,63.0
0.5161538461538462,,57.375,45.125,52.0
0.6423076923076925,,60.375,44.375,64.0
0.6853846153846154,,65.375,51.25,63.0
0.4115384615384615,,70.25,49.5,68.0
0.007692307692307692,,73.875,60.125,69.0
0.006153846153846154,,75.875,58.625,71.0
0.0,,81.0,67.28571428571429,69.0
0.1323076923076923,,75.875,61.875,71.0
0.08153846153846155,,74.75,61.0,72.0
0.016923076923076923,,74.75,62.875,73.0
0.01153846153846154,,74.625,63.625,73.0
0.7315384615384617,,70.0,55.25,60.0
0.3553846153846154,,68.875,51.0,58.0
0.16428571428571428,,68.44444444444444,44.55555555555556,56.0
0.04785714285714286,,70.66666666666667,44.22222222222222,57.0
0.04142857142857143,,70.77777777777777,46.22222222222222,64.0
0.0,,74.11111111111111,48.666666666666664,64.0
0.0,,76.125,52.25,65.0
0.0,,73.22222222222223,49.888888888888886,66.0
0.026428571428571433,,73.33333333333333,53.111111111111114,69.0
0.18714285714285714,,70.11111111111111,56.44444444444444,64.0
0.025714285714285714,,73.55555555555556,55.888888888888886,67.0
0.00923076923076923,,75.66666666666667,55.77777777777778,70.0
0.0,,75.22222222222223,56.666666666666664,74.0
0.10714285714285714,,75.0,55.22222222222222,50.5
0.030000000000000002,,75.77777777777777,60.333333333333336,56.0
0.14285714285714285,,72.33333333333333,58.888888888888886,52.5
0.009285714285714286,,76.44444444444444,54.44444444444444,50.0
0.0,,73.0,53.77777777777778,48.0
0.0,,72.88888888888889,49.55555555555556,45.5
0.0007142857142857143,,74.11111111111111,50.333333333333336,47.5
0.0,,74.66666666666667,51.0,49.5
0.0,,76.66666666666667,51.22222222222222,48.5
0.03642857142857143,,76.33333333333333,52.333333333333336,48.5
0.01142857142857143,,73.22222222222223,54.0,53.5
0.005,,74.0,54.44444444444444,58.0
0.023571428571428573,,74.77777777777777,63.333333333333336,58.5
0.10785714285714287,,75.88888888888889,62.333333333333336,55.0
0.7578571428571429,,68.11111111111111,56.0,51.0
0.14,,74.11111111111111,53.333333333333336,50.5
0.0007142857142857143,,73.88888888888889,48.55555555555556,45.0
0.0,,77.0,50.375,48.0
0.2571428571428571,,72.77777777777777,51.77777777777778,45.5
0.155,,69.66666666666667,46.888888888888886,44.5
0.01,,76.0,44.111111111111114,51.5
0.0,,70.88888888888889,49.55555555555556,46.0
0.005714285714285714,,74.0,45.0,51.5
0.0064285714285714285,,76.33333333333333,51.77777777777778,56.0
0.03142857142857143,,79.66666666666667,60.666666666666664,54.5
0.0,,79.5,64.375,73.0
0.023076923076923075,,77.25,64.625,75.0
0.04461538461538461,,80.375,65.75,75.0
0.03153846153846154,,79.75,67.75,75.0
0.08153846153846155,,80.0,66.375,72.0
0.05923076923076923,,83.625,62.125,72.0
0.006153846153846154,,83.25,64.375,73.0
0.0007692307692307692,,82.125,63.25,75.0
0.0,,84.125,65.5,75.0
0.0,,82.75,67.375,73.0
0.12307692307692307,,85.5,65.0,73.0
0.27307692307692305,,80.25,63.125,69.0
0.0,,79.125,60.625,70.0
0.005,,74.33333333333333,57.666666666666664,59.5
0.9335714285714286,,76.66666666666667,56.111111111111114,56.5
1.8457142857142859,,77.0,57.77777777777778,53.5
0.002857142857142857,,76.88888888888889,58.44444444444444,51.5
0.038571428571428576,,80.0,54.22222222222222,52.0
0.027142857142857142,,71.22222222222223,56.666666666666664,57.5
0.017142857142857144,,77.55555555555556,54.22222222222222,57.5
0.005714285714285714,,80.33333333333333,54.44444444444444,58.5
0.0,,81.0,54.77777777777778,58.5
0.0,,83.75,58.125,71.0
0.0,,84.75,61.25,70.0
0.04071428571428571,,84.44444444444444,61.55555555555556,63.0
0.0,,83.66666666666667,61.333333333333336,63.0
0.0,,81.0,60.77777777777778,65.5
0.005,,82.66666666666667,64.88888888888889,64.5
0.015,,85.11111111111111,67.33333333333333,66.0
0.0,,84.88888888888889,67.33333333333333,60.5
0.0,,84.88888888888889,65.11111111111111,60.5
0.02214285714285714,,84.77777777777777,63.888888888888886,63.0
0.04357142857142857,,86.44444444444444,63.22222222222222,64.0
0.07642857142857143,,85.88888888888889,65.66666666666667,64.0
0.21142857142857138,,82.88888888888889,63.55555555555556,62.5
0.14200000000000002,,83.44444444444444,61.0,61.0
0.008666666666666666,,82.88888888888889,60.22222222222222,76.0
0.0,,83.33333333333333,62.888888888888886,79.0
0.08533333333333333,,85.33333333333333,64.33333333333333,63.0
0.04133333333333333,,85.77777777777777,65.44444444444444,63.0
0.060000000000000005,,85.55555555555556,64.44444444444444,58.0
0.32,,85.22222222222223,62.0,56.0
0.30599999999999994,,83.0,62.333333333333336,65.5
0.03428571428571429,,87.125,64.875,76.0
0.006428571428571429,,89.875,66.125,81.0
0.004,,86.0,70.44444444444444,63.0
0.438,,85.33333333333333,64.11111111111111,61.5
0.186,,83.22222222222223,62.44444444444444,64.0
0.006666666666666667,,83.88888888888889,68.25,63.5
0.0,,85.55555555555556,65.88888888888889,66.5
0.15285714285714286,,84.0,69.125,78.0
0.17214285714285715,,86.375,69.125,75.0
0.08933333333333333,,84.0,64.66666666666667,69.5
0.19533333333333333,,83.22222222222223,67.33333333333333,68.5
0.17066666666666666,,85.33333333333333,68.22222222222223,68.0
0.10466666666666667,,87.33333333333333,67.55555555555556,65.5
0.0,,89.0,67.11111111111111,69.0
0.0,,91.25,68.625,79.0
0.011428571428571429,,92.875,70.75,82.0
0.005333333333333333,,94.66666666666667,70.77777777777777,68.5
0.002142857142857143,,97.125,73.625,69.0
0.012,,90.22222222222223,70.55555555555556,69.0
0.04466666666666667,,88.88888888888889,68.55555555555556,65.0
0.04066666666666667,,87.22222222222223,68.22222222222223,66.5
0.41333333333333333,,83.0,67.11111111111111,76.0
0.316,,82.66666666666667,67.0,78.0
0.09999999999999999,,90.25,70.75,68.0
0.15333333333333332,,86.0,68.55555555555556,65.0
0.08357142857142856,,89.125,69.0,79.0
0.018666666666666668,,88.77777777777777,67.0,66.0
0.030000000000000002,,92.75,69.5,79.0
0.03133333333333333,,89.0,69.44444444444444,80.0
0.19066666666666668,,83.33333333333333,68.22222222222223,79.0
0.4533333333333333,,86.0,66.88888888888889,65.5
0.5573333333333333,,79.77777777777777,67.33333333333333,64.5
0.34133333333333327,,79.77777777777777,66.33333333333333,66.5
1.2719999999999998,,80.77777777777777,65.44444444444444,65.0
0.3833333333333334,,83.33333333333333,65.77777777777777,63.0
0.3578571428571428,,88.625,69.125,75.0
0.2914285714285714,,87.0,70.375,75.0
0.22933333333333333,,88.11111111111111,67.22222222222223,68.0
0.17866666666666667,,87.66666666666667,67.22222222222223,69.5
0.045000000000000005,,88.77777777777777,68.22222222222223,71.0
